,import requirements,output product,value,proportion
798,J61 Telecommunications services,C101 Preserved meat and meat products,0.0,0.0
799,"J62 Computer programming, consultancy and related services",C101 Preserved meat and meat products,4.688641679103307,0.008428607850129843
800,J63 Information services,C101 Preserved meat and meat products,0.8343833024869333,0.0014999418029111612
801,"K64 Financial services, except insurance and pension funding",C101 Preserved meat and meat products,0.0,0.0
802,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security",C101 Preserved meat and meat products,3.025167566209858,0.005438238372993141
803,K66 Services auxiliary to financial services and insurance services,C101 Preserved meat and meat products,1.015770797028693,0.0018260157844704535
804,L683 Real estate services on a fee or contract basis,C101 Preserved meat and meat products,0.0,0.0
805,L68A Owner-Occupiers' Housing Services,C101 Preserved meat and meat products,0.0,0.0
806,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent",C101 Preserved meat and meat products,0.0,0.0
807,M691 Legal services,C101 Preserved meat and meat products,0.2416571540430213,0.00043441864936810145
808,"M692 Accounting, bookkeeping and auditing services; tax consulting services",C101 Preserved meat and meat products,0.0,0.0
809,M70 Services of head offices; management consulting services,C101 Preserved meat and meat products,11.7528326112656,0.02112765785666101
810,M71 Architectural and engineering services; technical testing and analysis services,C101 Preserved meat and meat products,8.48173906800972,0.015247326919862187
811,M72 Scientific research and development services,C101 Preserved meat and meat products,0.0,0.0
812,M73 Advertising and market research services,C101 Preserved meat and meat products,22.85431120463114,0.04108439928075386
813,"M74 Other professional, scientific and technical services",C101 Preserved meat and meat products,3.903796342460502,0.007017718723104363
814,M75 Veterinary services,C101 Preserved meat and meat products,0.0,0.0
815,N77 Rental and leasing services,C101 Preserved meat and meat products,5.346573356010829,0.00961134871120848
816,N78 Employment services,C101 Preserved meat and meat products,2.660483751090647,0.004782658979790943
817,"N79 Travel agency, tour operator and other reservation services and related services",C101 Preserved meat and meat products,0.0,0.0
818,N80 Security and investigation services,C101 Preserved meat and meat products,0.0,0.0
819,N81 Services to buildings and landscape,C101 Preserved meat and meat products,0.0,0.0
820,"N82 Office administrative, office support and other business support services",C101 Preserved meat and meat products,0.1607044949065958,0.0002888928734643533
821,O84 Public administration and defence services; compulsory social security services,C101 Preserved meat and meat products,0.0,0.0
822,P85 Education services,C101 Preserved meat and meat products,0.0,0.0
823,Q86 Human health services,C101 Preserved meat and meat products,0.0,0.0
824,Q87 & Q88 Residential Care  & Social Work Activities,C101 Preserved meat and meat products,0.0,0.0
825,"R90 Creative, arts and entertainment services",C101 Preserved meat and meat products,0.0,0.0
826,"R91 Libraries, archives, museums and other cultural services",C101 Preserved meat and meat products,0.0,0.0
827,R92 Gambling and betting services,C101 Preserved meat and meat products,0.0,0.0
828,R93 Sports services and amusement and recreation services,C101 Preserved meat and meat products,0.0,0.0
829,S94 Services furnished by membership organisations,C101 Preserved meat and meat products,0.0,0.0
830,S95 Repair services of computers and personal and household goods,C101 Preserved meat and meat products,0.0,0.0
831,S96 Other personal services,C101 Preserved meat and meat products,0.0,0.0
832,"A01 Products of agriculture, hunting and related services","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",15.31908403606388,0.10212362062658437
833,"A02 Products of forestry, logging and related services","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
834,A03 Fish and other fishing products; aquaculture products; support services to fishing,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
835,B05 Coal and lignite,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
836,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.001458357789450834,9.72204194957653e-06
837,B08 Other mining and quarrying products,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
838,B09 Mining support services,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
839,C101 Preserved meat and meat products,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",3.005743651657335,0.020037583426005433
840,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",11.68665415042039,0.0779082765028219
841,C104 Vegetable and animal oils and fats,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",19.30413426687772,0.12868968404078326
842,C105 Dairy products,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",1.074399262208269,0.007162408822677332
843,"C106 Grain mill products, starches and starch products","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",6.24804257591139,0.04165214631494832
844,C107 Bakery and farinaceous products,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
845,C108 Other food products,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",15.2103702754152,0.10139888781467221
846,C109 Prepared animal feeds,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.3592481485577377,0.002394903086094686
847,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.05822652970893194,0.0003881631575620866
848,C1107 Soft drinks,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
849,C13 Textiles,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
850,C14 Wearing apparel,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
851,C15 Leather and related products,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
852,"C16 Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.03504330938364006,0.00023361381297797316
853,C17 Paper and paper products,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",18.81354503326975,0.12541920464015324
854,C18 Printing and recording services,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
855,C19 Coke and refined petroleum products,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.006565212238854153,4.3766536069347164e-05
856,"C203 Paints, varnishes and similar coatings, printing ink and mastics","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.005103357227545911,3.402118013067232e-05
857,"C204 Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.04080189327131379,0.00027200301659528406
858,C205 Other chemical products,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",5.34309263193131,0.03561935972356304
859,"C20A Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",1.053146472835212,0.007020728563330152
860,C20B Petrochemicals - 20.14/16/17/60,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",1.289316668157499,0.008595140935089465
861,"C20C Dyestuffs, agro-chemicals - 20.12/20","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.9355626138413421,0.006236863850568569
862,C21 Basic pharmaceutical products and pharmaceutical preparations,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.1688167994871467,0.0011254055885869573
863,C22 Rubber and plastic products,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",15.97530773314284,0.10649829079151713
864,"C235_6 Cement, lime, plaster and articles of concrete, cement and plaster","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.003645464752921437,2.4302240170397976e-05
865,"C23OTHER Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.387981500109847,0.0025864519989624458
866,C241_3 Basic iron and steel,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.008338793830590684,5.558999582701905e-05
867,C244_5 Other basic metals and casting,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.04891113893176809,0.0003260627453262191
868,C254 Weapons and ammunition,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
869,"C25OTHER Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",2.118233160494294,0.014121055747961823
870,"C26 Computer, electronic and optical products","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",2.200824147044515,0.014671642882138633
871,C27 Electrical equipment,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
872,C28 Machinery and equipment n.e.c.,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",6.541544164849527,0.0436087544810407
873,"C29 Motor vehicles, trailers and semi-trailers","C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.008338704786915577,5.5589402223480196e-05
874,C301 Ships and boats,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
875,C303 Air and spacecraft and related machinery,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
876,C30OTHER Other transport equipment - 30.2/4/9,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
877,C31 Furniture,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.0,0.0
878,C32 Other manufactured goods,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",0.935688144863245,0.0062377006944965415
